person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G
-1.0817062342071477,-1.660373340370018,-1.2919142827578787,-1.3083888217453752,0.07019576719500702,0,0.15,0,-0.3071171393096772,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.820271836326905,-1.650355095323968,-1.2919142827578787,-0.4989577692840724,0.020451817582561566,1,0.39,0,-0.3071171393096772,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-1.3431406320873907,-1.6376046016289956,-1.2919142827578787,-0.45744848454246717,-1.0042735444338122,1,0.39,0,-1.0458311775030178,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
-0.820271836326905,-1.6376046016289956,0.7843510222012647,-0.8154660654388126,0.020451817582561566,1,0.3,0,-0.3071171393096772,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-0.820271836326905,-1.6376046016289956,-0.9953049534780011,-1.3810300700431843,0.5809003165494454,0,0.12,1,-0.6764741584063475,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.820271836326905,-1.6376046016289956,-0.10547696563836818,-0.9140506167001251,1.0120145465239718,1,0.27,0,-0.3071171393096772,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.820271836326905,-1.6376046016289956,-0.10547696563836818,-0.7895227624753093,0.020451817582561566,1,0.31,0,-1.0458311775030178,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-0.29740304056641936,-1.6376046016289956,-0.6986956241981235,-1.3810300700431843,1.4530775664209872,0,0.12,1,-0.3071171393096772,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.820271836326905,-1.6376046016289956,-1.2919142827578787,-0.9970691861833356,0.8428851178416578,1,0.24,0,-0.3071171393096772,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-1.3431406320873907,-1.6376046016289956,-1.2919142827578787,-1.0852764162592468,0.20284629949486074,1,0.21,1,-0.6764741584063475,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
-1.3431406320873907,-1.633050853880791,-1.2919142827578787,-1.432916675970191,-0.11219871471729276,0,0.1,0,-1.0458311775030178,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.820271836326905,-1.629863230457048,0.7843510222012647,-1.1631063251497566,-0.8086140092915273,1,0.18,0,-0.6764741584063475,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-1.0817062342071477,-1.623943358384382,0.7843510222012647,-1.2253702522621646,0.531156366937,1,0.16,0,-0.6764741584063475,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.29740304056641936,2.6277391225225433,-0.4020862949182458,-0.7065041929920988,1.8443966367055564,1,0.03,0,-1.0458311775030178,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.3431406320873907,-1.614835862887973,0.19113236364150946,-1.5366898878242041,-1.2065656061910899,0,0.06,0,-0.3071171393096772,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.5588374384466622,-1.614835862887973,0.19113236364150946,-1.0593331132957435,-1.505029303865762,1,0.21,0,-0.3071171393096772,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
-0.29740304056641936,-1.614835862887973,-1.2919142827578787,-1.0800877556665462,2.374998765904974,1,0.21,0,-1.0458311775030178,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.820271836326905,-1.5996567037272915,0.7843510222012647,-0.4989577692840724,-1.0042735444338122,1,0.38,0,-1.0458311775030178,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.820271836326905,-1.5996567037272915,-0.4020862949182458,-1.2720681975964705,0.7069183222343072,0,0.14,1,-0.3071171393096772,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.820271836326905,-1.5996567037272915,0.7843510222012647,-1.329143464116178,-1.505029303865762,0,0.13,0,-0.6764741584063475,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-0.820271836326905,-1.5996567037272915,-0.9953049534780011,-0.5819763387672829,0.6339605294693872,1,0.35,0,-0.3071171393096772,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.5588374384466622,-1.5988977457692575,-0.4020862949182458,-0.991880525590635,2.05995375169282,1,0.23,1,-1.0458311775030178,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-1.0817062342071477,-1.5960896013245314,-0.6986956241981235,-0.6027309811380857,-1.2563095558035353,1,0.34,0,-0.6764741584063475,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-1.0817062342071477,-1.5920671241469506,0.48774169292138714,-1.329143464116178,0.49467747055454026,0,0.12,0,-0.6764741584063475,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.29740304056641936,-1.58447754456661,-0.9953049534780011,-0.7065041929920988,-0.6593821604541915,1,0.3,0,-0.3071171393096772,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-0.820271836326905,-1.5806827547764395,0.48774169292138714,-0.8362207078096152,-0.4305599922369425,1,0.27,0,-0.3071171393096772,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-1.0817062342071477,-1.5692983854059284,0.19113236364150946,-1.329143464116178,-0.09230113487231446,0,0.12,0,-1.0458311775030178,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.29740304056641936,2.567022485879817,-1.2919142827578787,0.33122792554803293,1.0484934429064316,1,0.07,0,-0.3071171393096772,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.0817062342071477,-1.5692983854059284,-1.2919142827578787,-0.7583907989191053,0.968903123526519,1,0.28,1,-1.0458311775030178,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
-1.3431406320873907,-1.5692983854059284,-1.2919142827578787,-0.4989577692840724,-0.17852398086721963,1,0.36,0,-0.3071171393096772,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-1.0817062342071477,-1.5465296466649059,0.48774169292138714,-1.5366898878242041,0.14315355995992646,0,0.06,0,-1.0458311775030178,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-1.0817062342071477,-1.5328684034202924,0.48774169292138714,-0.7116928535847994,0.020451817582561566,1,0.28,1,-0.6764741584063475,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-1.0817062342071477,-1.5237609079238834,-0.4020862949182458,-1.1215970404081514,-1.0042735444338122,1,0.17,0,-0.3071171393096772,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-1.0817062342071477,-1.5237609079238834,-0.9953049534780011,-1.0178238285541383,-1.1402403400411627,1,0.19,0,-0.3071171393096772,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
-0.820271836326905,-1.5237609079238834,-0.4020862949182458,-0.9140506167001251,-1.637679836165616,1,0.22,0,-1.0458311775030178,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
-1.3431406320873907,-1.5237609079238834,-0.4020862949182458,-0.7272588353629014,1.1977252917437673,1,0.27,1,-0.3071171393096772,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.5588374384466622,-1.5237609079238834,-1.2919142827578787,-0.44707116335706587,-1.4552853542533166,1,0.35,0,-0.3071171393096772,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
-0.820271836326905,-1.5237609079238834,-0.9953049534780011,-1.2253702522621646,1.6653184181007534,1,0.14,0,-1.0458311775030178,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.3431406320873907,-1.5237609079238834,-1.2919142827578787,-0.44707116335706587,-0.10224992479480391,1,0.35,0,-0.3071171393096772,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-1.3431406320873907,-1.5237609079238834,-0.9953049534780011,-1.2253702522621646,0.14315355995992646,0,0.14,0,-0.6764741584063475,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-1.0817062342071477,-1.5237609079238834,-0.6986956241981235,-0.9140506167001251,0.020451817582561566,1,0.22,0,-1.0458311775030178,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-1.0817062342071477,-1.5237609079238834,-0.9953049534780011,-0.6234856235088883,1.4530775664209872,1,0.3,1,-1.0458311775030178,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.29740304056641936,-1.5237609079238834,-0.9953049534780011,-0.9140506167001251,0.020451817582561566,1,0.22,0,-0.6764741584063475,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-1.3431406320873907,-1.5237609079238834,0.19113236364150946,-1.0437671315176416,0.020451817582561566,1,0.19,0,-1.0458311775030178,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-0.5588374384466622,-1.5237609079238834,-0.4020862949182458,-1.495180603082599,0.13652103334493387,0,0.07,1,-0.3071171393096772,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
-1.0817062342071477,-1.5237609079238834,-0.9953049534780011,-1.1215970404081514,-0.32112330308956283,1,0.17,0,-0.6764741584063475,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.820271836326905,0.44952978296472895,0.7843510222012647,2.717363215616248,1.108186182441366,1,0.32,0,-1.0458311775030178,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.5588374384466622,-1.5128698612260942,-0.4020862949182458,-1.1215970404081514,0.3520781483321971,1,0.16,0,-0.6764741584063475,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.03596864268617659,0.44368580668786656,-0.6986956241981235,2.717363215616248,2.673462463579645,1,0.32,1,-1.0458311775030178,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.5588374384466622,0.5633734766698412,-1.2919142827578787,2.717363215616248,1.9140381661629802,1,0.31,1,-0.3071171393096772,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.5588374384466622,-1.5047869589730314,1.0809603514811423,-0.7065041929920988,-0.5333641547693297,1,0.27,0,-0.6764741584063475,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-1.3431406320873907,-1.4971594314947887,-1.2919142827578787,-0.8725413319585199,1.0551259695214241,1,0.22,1,-0.3071171393096772,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-1.0817062342071477,-0.04379288975742412,0.48774169292138714,2.717363215616248,-0.4305599922369425,1,0.39,0,-0.6764741584063475,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.29740304056641936,-0.005844991855720034,-1.2919142827578787,2.717363215616248,1.2342041881262276,1,0.38,0,-1.0458311775030178,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.820271836326905,0.07005080394768813,0.48774169292138714,2.717363215616248,-0.2249516671721688,1,0.37,0,-0.3071171393096772,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.5588374384466622,0.07005080394768813,-0.4020862949182458,2.717363215616248,1.1048699191338696,1,0.37,1,-1.0458311775030178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
-0.29740304056641936,-1.491884673686452,0.19113236364150946,-1.1215970404081514,-0.3377046196270448,1,0.16,0,-1.0458311775030178,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.03596864268617659,-0.0817407876591282,0.7843510222012647,2.717363215616248,2.076535068230302,1,0.39,0,-0.6764741584063475,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
-1.0817062342071477,0.44952978296472895,-0.4020862949182458,2.717363215616248,0.14315355995992646,1,0.31,0,-0.3071171393096772,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
-1.0817062342071477,0.29773819135791263,-0.9953049534780011,2.717363215616248,0.020451817582561566,1,0.33,0,-1.0458311775030178,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.820271836326905,0.6037500400372544,-0.4020862949182458,2.717363215616248,-0.11219871471729276,0,0.3,0,-0.6764741584063475,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.5588374384466622,0.6998720654222708,0.19113236364150946,2.717363215616248,-0.5565779979218043,0,0.29,0,-1.0458311775030178,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
-1.0817062342071477,-1.4858130100221794,0.48774169292138714,-0.991880525590635,-0.8086140092915273,1,0.19,0,-0.6764741584063475,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.03596864268617659,0.7151650682766575,-1.2919142827578787,2.717363215616248,-1.4552853542533166,0,0.29,0,-0.6764741584063475,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
-1.3431406320873907,-1.4858130100221794,0.19113236364150946,-0.4989577692840724,-0.8086140092915273,1,0.32,0,-0.6764741584063475,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.5588374384466622,0.8290087619817698,-1.2919142827578787,2.717363215616248,0.020451817582561566,0,0.28,0,-0.3071171393096772,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.03596864268617659,0.9276732965262005,1.6741790100408978,2.717363215616248,0.5842165798569418,0,0.27,0,-1.0458311775030178,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
-0.5588374384466622,-1.4858130100221794,-0.4020862949182458,-0.20839277609283557,0.968903123526519,1,0.39,0,-1.0458311775030178,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.29740304056641936,-1.4858130100221794,-0.4020862949182458,-0.9140506167001251,-1.1700867098086298,1,0.21,0,-0.6764741584063475,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
-0.820271836326905,0.9808003535885861,-0.4020862949182458,2.717363215616248,0.25922277572229935,0,0.26,0,-0.3071171393096772,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.29740304056641936,0.7398312019127652,1.0809603514811423,2.717363215616248,0.18294871964988305,1,0.28,0,-0.6764741584063475,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.29740304056641936,0.904904557785178,-0.9953049534780011,2.717363215616248,2.1826554940701857,1,0.27,0,-1.0458311775030178,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
-1.3431406320873907,-1.4853576352473588,-1.2919142827578787,-1.0178238285541383,1.220939134896242,1,0.18,0,-0.6764741584063475,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.820271836326905,1.5878149284242447,-0.4020862949182458,2.717363215616248,-1.010906071048805,0,0.22,0,-0.3071171393096772,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
-0.820271836326905,1.9674456990328923,-1.2919142827578787,2.717363215616248,0.020451817582561566,0,0.2,0,-0.6764741584063475,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
-1.0817062342071477,-1.4782234304418385,0.48774169292138714,-0.7168815141775001,0.25922277572229935,1,0.26,0,-1.0458311775030178,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.29740304056641936,-0.04379288975742412,-0.10547696563836818,2.717363215616248,0.3520781483321971,1,0.38,0,-1.0458311775030178,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.5588374384466622,-0.15763658346253637,0.19113236364150946,2.717363215616248,0.8495176444566503,1,0.39,0,-1.0458311775030178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
-0.03596864268617659,0.1838944976528004,-0.6986956241981235,2.717363215616248,1.1347162889013367,1,0.34,1,-0.6764741584063475,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
-1.0817062342071477,0.904904557785178,-0.4020862949182458,2.717363215616248,0.8893128041466064,0,0.26,1,-0.6764741584063475,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
-1.0817062342071477,0.7531129661783617,0.48774169292138714,2.717363215616248,0.10999092688496301,1,0.28,0,-0.6764741584063475,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
-1.0817062342071477,-1.4782234304418385,-1.2919142827578787,-1.2461248946329673,-0.11219871471729276,0,0.13,0,-0.6764741584063475,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-0.5588374384466622,2.048654200542539,1.0809603514811423,2.717363215616248,-1.0042735444338122,0,0.19,0,-1.0458311775030178,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.29740304056641936,-1.4782234304418385,-0.10547696563836818,-1.1215970404081514,0.3520781483321971,1,0.16,0,-0.3071171393096772,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.5588374384466622,0.03210290604598405,0.19113236364150946,2.717363215616248,1.9770471690054112,1,0.36,0,-0.6764741584063475,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.5588374384466622,0.44952978296472895,0.19113236364150946,2.717363215616248,-0.31117451316707395,1,0.31,0,-0.6764741584063475,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.5588374384466622,2.195133086443117,0.19113236364150946,2.717363215616248,1.4597100930359797,0,0.19,1,-0.6764741584063475,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.29740304056641936,0.07005080394768813,0.19113236364150946,2.7076344770049343,-1.2065656061910899,1,0.36,0,-0.3071171393096772,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
-1.0817062342071477,-1.4782234304418385,0.48774169292138714,-0.7065041929920988,1.0750235493664024,1,0.26,1,-1.0458311775030178,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-1.0817062342071477,-0.19558448136424045,-0.4020862949182458,2.6661251922633293,-0.2249516671721688,1,0.39,0,-0.6764741584063475,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
-0.5588374384466622,-0.0817407876591282,1.0809603514811423,2.6661251922633293,1.6653184181007534,1,0.38,1,-0.6764741584063475,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
-0.5588374384466622,0.2597902934562085,-0.10547696563836818,2.6661251922633293,1.6653184181007534,1,0.33,1,-0.3071171393096772,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
-1.0817062342071477,-1.4782234304418385,0.48774169292138714,-1.4536713183409935,1.3204270341211328,1,0.07,1,-0.3071171393096772,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.820271836326905,-1.4782234304418385,0.7843510222012647,-1.1215970404081514,0.020451817582561566,1,0.16,0,-0.3071171393096772,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.29740304056641936,-1.4782234304418385,-0.6986956241981235,-1.5366898878242041,0.020451817582561566,0,0.05,0,-0.6764741584063475,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-0.820271836326905,0.1838944976528004,-0.6986956241981235,2.6142385863363224,0.14315355995992646,1,0.33,0,-1.0458311775030178,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
-0.03596864268617659,-1.4782234304418385,0.19113236364150946,-0.9140506167001251,-1.1336078134261702,1,0.21,0,-0.3071171393096772,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-1.0817062342071477,0.03210290604598405,-0.6986956241981235,2.6142385863363224,-0.07240355502733617,1,0.36,0,-0.6764741584063475,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
-1.0817062342071477,0.468503731915581,-0.4020862949182458,2.6142385863363224,1.0120145465239718,0,0.3,1,-0.3071171393096772,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
-0.03596864268617659,0.26810088309668173,1.9707883393207755,2.6142385863363224,1.0484934429064316,1,0.32,0,-0.6764741584063475,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
